Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Jewish Autonomous Okrug,Russia,2021-05-29 04:20:41,4493,142,4316.0,48.57527615,132.66307460000002
Michoacan,Mexico,2021-05-29 04:20:41,48238,5798,0.0,19.5665,-101.7068
Norrbotten,Sweden,2021-05-29 04:20:41,24556,264,0.0,66.8309,20.3992
Liaoning,China,2021-05-29 04:20:41,425,2,411.0,41.2956,122.6085
Ivanovo Oblast,Russia,2021-05-29 04:20:41,36103,1206,34020.0,56.9167446,41.43521370000001
Brussels,Belgium,2021-05-29 04:20:41,129836,0,0.0,50.8503,4.3517
Ceara,Brazil,2021-05-29 04:20:41,790459,20323,546526.0,-5.4984,-39.3206
Saratov Oblast,Russia,2021-05-29 04:20:41,62388,1064,58985.0,51.652055499999996,46.86319520000001
Acre,Brazil,2021-05-29 04:20:41,82149,1655,73662.0,-9.0238,-70.812
OHiggins,Chile,2021-05-29 04:20:41,56083,1148,52647.0,-34.5755,-71.0022
Rivne Oblast,Ukraine,2021-05-29 04:20:41,77912,1167,74575.0,50.6199,26.2516
,Belarus,2021-05-29 04:20:41,391637,2821,382167.0,53.7098,27.9534
,Turkey,2021-05-29 04:20:41,5228322,47134,5083099.0,38.9637,35.2433
,Bahamas,2021-05-29 04:20:41,11684,229,10503.0,25.025885,-78.035889
Friesland,Netherlands,2021-05-29 04:20:41,42833,475,0.0,53.087337,5.7925
Magadan Oblast,Russia,2021-05-29 04:20:41,8450,109,8246.0,62.48858785,153.9903764
Hyogo,Japan,2021-05-29 04:20:41,39618,1155,35442.0,35.039913,134.828057
Santa Catarina,Brazil,2021-05-29 04:20:41,963699,15142,921496.0,-27.2423,-50.2189
French Guiana,France,2021-05-29 04:20:41,23609,116,9995.0,4.0,-53.0
,Portugal,2021-05-29 04:20:41,847604,17023,808047.0,39.3999,-8.2245
Valle d'Aosta,Italy,2021-05-29 04:20:41,11545,472,10853.0,45.73750286,7.320149366
Penza Oblast,Russia,2021-05-29 04:20:41,47054,792,44388.0,53.1655415,44.78791810000001
,Togo,2021-05-29 04:20:41,13432,125,12644.0,8.6195,0.8248
Shanghai,China,2021-05-29 04:20:41,2088,7,2018.0,31.201999999999998,121.4491
Mykolaiv Oblast,Ukraine,2021-05-29 04:20:41,68229,1792,64802.0,46.975,31.9946
Delaware,US,2021-05-29 04:20:41,108681,1660,,39.08646628,-75.56884914
Loreto,Peru,2021-05-29 04:20:41,39871,1415,0.0,-4.124847,-74.424115
C. Valenciana,Spain,2021-05-29 04:20:41,394360,7389,9970.0,39.484,-0.7533
Caqueta,Colombia,2021-05-29 04:20:41,18202,677,17213.0,0.8699,-73.8419
Ulyanovsk Oblast,Russia,2021-05-29 04:20:41,55680,1376,53126.0,54.146317700000004,47.2324921
,Namibia,2021-05-29 04:20:41,54268,807,50053.0,-22.9576,18.4904
Rheinland-Pfalz,Germany,2021-05-29 04:20:41,152428,3724,144200.0,50.1183,7.309
Utrecht,Netherlands,2021-05-29 04:20:41,125357,1274,0.0,52.084251,5.163824
Adygea Republic,Russia,2021-05-29 04:20:41,14654,201,14115.0,44.6939006,40.1520421
La Libertad,Peru,2021-05-29 04:20:41,76741,4197,0.0,-7.92139,-78.370238
Inner Mongolia,China,2021-05-29 04:20:41,386,1,383.0,44.0935,113.9448
,Liechtenstein,2021-05-29 04:20:41,3006,58,2929.0,47.14,9.55
Shaanxi,China,2021-05-29 04:20:41,615,3,592.0,35.1917,108.8701
Uttar Pradesh,India,2021-05-29 04:20:41,1683865,19899,1605696.0,26.925425,80.560982
Niigata,Japan,2021-05-29 04:20:41,3164,35,2776.0,37.521819,138.918647
British Virgin Islands,United Kingdom,2021-05-29 04:20:41,248,1,209.0,18.4207,-64.64
Tamaulipas,Mexico,2021-05-29 04:20:41,59436,5001,0.0,24.2669,-98.8363
Hainaut,Belgium,2021-05-29 04:20:41,156176,0,0.0,50.5257,4.0621
Gansu,China,2021-05-29 04:20:41,194,2,191.0,35.7518,104.2861
,Bosnia and Herzegovina,2021-05-29 04:20:41,203839,9211,174236.0,43.9159,17.6791
,Congo (Brazzaville),2021-05-29 04:20:41,11658,153,8208.0,-0.228,15.8277
,Holy See,2021-05-29 04:20:41,27,0,27.0,41.9029,12.4534
Chechen Republic,Russia,2021-05-29 04:20:41,12261,134,12001.0,43.39761470000001,45.6985005
Montana,US,2021-05-29 04:20:41,111718,1612,,45.13434354,-112.89846940000001
Alagoas,Brazil,2021-05-29 04:20:41,191354,4697,181513.0,-9.5713,-36.782
Murcia,Spain,2021-05-29 04:20:41,112926,1600,2180.0,37.9922,-1.1307
Fujian,China,2021-05-29 04:20:41,618,1,587.0,26.0789,117.9874
Kyoto,Japan,2021-05-29 04:20:41,15693,208,14292.0,35.253815,135.443341
,Greece,2021-05-29 04:20:41,398898,11995,93764.0,39.0742,21.8243
Pais Vasco,Spain,2021-05-29 04:20:41,197812,4429,16160.0,42.9896,-2.6189
,Bahrain,2021-05-29 04:20:41,232425,923,203429.0,26.0275,50.55
,Djibouti,2021-05-29 04:20:41,11523,153,11354.0,11.8251,42.5903
Oklahoma,US,2021-05-29 04:20:41,452777,7291,,35.88494195,-94.65859267
Araucania,Chile,2021-05-29 04:20:41,81766,1038,78348.0,-38.9489,-72.3311
Jiangsu,China,2021-05-29 04:20:41,726,0,715.0,32.9711,119.455
Komi Republic,Russia,2021-05-29 04:20:41,44045,966,42662.0,63.9881421,54.3326073
North Dakota,US,2021-05-29 04:20:41,109869,1543,,46.09686891,-102.5285397
West Flanders,Belgium,2021-05-29 04:20:41,95532,0,0.0,51.0536,3.1458
Flevoland,Netherlands,2021-05-29 04:20:41,36242,243,0.0,52.550383,5.515162
