Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Cabo Verde,2021-05-24 04:20:53,29334,256,26842.0,16.5388,-23.0418
Ivanovo Oblast,Russia,2021-05-24 04:20:53,35805,1194,33677.0,56.9167446,41.43521370000001
Manipur,India,2021-05-24 04:20:53,44089,688,36867.0,24.738975,93.882541
La Rioja,Spain,2021-05-24 04:20:53,30470,769,3107.0,42.2871,-2.5396
Nunavut,Canada,2021-05-24 04:20:53,638,4,606.0,70.2998,-83.1076
,Paraguay,2021-05-24 04:20:53,332971,8360,274920.0,-23.4425,-58.4438
,Guyana,2021-05-24 04:20:53,16130,359,13745.0,4.860416000000002,-58.93018000000001
Assam,India,2021-05-24 04:20:53,369183,2739,313333.0,26.357149,92.83044100000001
Karnataka,India,2021-05-24 04:20:53,2424904,25282,1926615.0,14.705179999999999,76.166436
Toscana,Italy,2021-05-24 04:20:53,239474,6625,221550.0,43.76923077,11.25588885
Inner Mongolia,China,2021-05-24 04:20:53,385,1,381.0,44.0935,113.9448
,Laos,2021-05-24 04:20:53,1801,2,1074.0,19.856270000000002,102.495496
Miyagi,Japan,2021-05-24 04:20:53,8774,82,8301.0,38.446859,140.927086
Puebla,Mexico,2021-05-24 04:20:53,84828,11742,0.0,19.0414,-98.2063
Sindh,Pakistan,2021-05-24 04:20:53,309647,4920,281596.0,26.009446,68.77680699999999
Lipetsk Oblast,Russia,2021-05-24 04:20:53,31213,725,28170.0,52.693517799999995,39.112266399999996
,Moldova,2021-05-24 04:20:53,254676,6075,246570.0,47.4116,28.3699
Yamalo-Nenets Autonomous Okrug,Russia,2021-05-24 04:20:53,38943,417,37745.0,67.1471631,74.3415488
Puno,Peru,2021-05-24 04:20:53,31567,983,0.0,-14.995826999999998,-69.922726
Meghalaya,India,2021-05-24 04:20:53,29681,459,21542.0,25.536934,91.278882
Veneto,Italy,2021-05-24 04:20:53,421924,11528,399246.0,45.43490485,12.33845213
Saga,Japan,2021-05-24 04:20:53,2424,19,2110.0,33.286977,130.115738
Wyoming,US,2021-05-24 04:20:53,59661,713,,41.65498705,-105.72354150000001
Nuble,Chile,2021-05-24 04:20:53,29044,485,27557.0,-36.7226,-71.7622
Poltava Oblast,Ukraine,2021-05-24 04:20:53,76398,1751,72020.0,49.5883,34.5514
,Finland,2021-05-24 04:20:53,91526,932,46000.0,61.92411,25.748151
,Belarus,2021-05-24 04:20:53,386025,2771,376453.0,53.7098,27.9534
,Bolivia,2021-05-24 04:20:53,349653,13965,282010.0,-16.2902,-63.5887
Illinois,US,2021-05-24 04:20:53,1375420,25001,,39.98815591,-91.18786813
Ceuta,Spain,2021-05-24 04:20:53,5790,114,163.0,35.8894,-5.3213
,Congo (Brazzaville),2021-05-24 04:20:53,11476,150,8208.0,-0.228,15.8277
Xinjiang,China,2021-05-24 04:20:53,980,3,977.0,41.1129,85.2401
Maryland,US,2021-05-24 04:20:53,458292,9007,,39.62357628,-78.69280486
,Panama,2021-05-24 04:20:53,374121,6331,361903.0,8.538,-80.7821
Tianjin,China,2021-05-24 04:20:53,391,3,379.0,39.3054,117.323
,Cote d'Ivoire,2021-05-24 04:20:53,46942,298,46346.0,7.54,-5.5471
England,United Kingdom,2021-05-24 04:20:53,3895920,112339,0.0,52.3555,-1.1743
Rio de Janeiro,Brazil,2021-05-24 04:20:53,840480,49515,770379.0,-22.9068,-43.1729
Utrecht,Netherlands,2021-05-24 04:20:53,124239,1271,0.0,52.084251,5.163824
,France,2021-05-24 04:20:53,5863138,107390,324444.0,46.2276,2.2137
,Barbados,2021-05-24 04:20:53,3995,47,3922.0,13.1939,-59.5432
Pais Vasco,Spain,2021-05-24 04:20:53,195265,4395,16160.0,42.9896,-2.6189
Nordrhein-Westfalen,Germany,2021-05-24 04:20:53,798113,16493,743600.0,51.4332,7.6616
Yamaguchi,Japan,2021-05-24 04:20:53,2737,57,2084.0,34.201190000000004,131.573293
Alagoas,Brazil,2021-05-24 04:20:53,188958,4607,177282.0,-9.5713,-36.782
Cherkasy Oblast,Ukraine,2021-05-24 04:20:53,79918,1203,70697.0,49.4444,32.0598
Azad Jammu and Kashmir,Pakistan,2021-05-24 04:20:53,18808,532,16658.0,34.027401,73.947253
Valparaiso,Chile,2021-05-24 04:20:53,94909,2516,89416.0,-33.0472,-71.6127
Quindio,Colombia,2021-05-24 04:20:53,42725,1289,40610.0,4.461,-75.6674
Sao Paulo,Brazil,2021-05-24 04:20:53,3188105,107614,2816930.0,-23.5505,-46.6333
Antioquia,Colombia,2021-05-24 04:20:53,518811,11495,491139.0,7.1986,-75.3412
,Djibouti,2021-05-24 04:20:53,11493,153,11335.0,11.8251,42.5903
Chhattisgarh,India,2021-05-24 04:20:53,949000,12586,870640.0,21.264705,82.035366
Amazonas,Brazil,2021-05-24 04:20:53,382487,12920,326120.0,-3.4168,-65.8561
Mari El Republic,Russia,2021-05-24 04:20:53,13397,238,13025.0,56.576750399999995,47.881751200000004
New Jersey,US,2021-05-24 04:20:53,1014088,26091,,39.47538693,-74.65848483
,Honduras,2021-05-24 04:20:53,232672,6146,83625.0,15.2,-86.2419
Aysen,Chile,2021-05-24 04:20:53,5346,33,4894.0,-45.9864,-73.7669
Nagasaki,Japan,2021-05-24 04:20:53,2823,61,2467.0,33.235712,129.608033
Galicia,Spain,2021-05-24 04:20:53,125586,2397,9204.0,42.5751,-8.1339
Colima,Mexico,2021-05-24 04:20:53,11783,1191,0.0,19.1223,-104.0072
New Brunswick,Canada,2021-05-24 04:20:53,2129,43,1957.0,46.5653,-66.4619
,Iraq,2021-05-24 04:20:53,1167940,16190,1081843.0,33.223191,43.679291
Faroe Islands,Denmark,2021-05-24 04:20:53,676,1,668.0,61.8926,-6.9118
