Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Ehime,Japan,2020-12-21 05:27:58,375,11,317,33.624835,132.856842
,Switzerland,2020-12-21 05:27:58,403989,6622,311500,46.8182,8.2275
Moscow,Russia,2020-12-21 05:27:58,735900,10394,567743,55.7504461,37.6174943
Huancavelica,Peru,2020-12-21 05:27:58,7820,145,0,-13.023888000000001,-75.00277
,Armenia,2020-12-21 05:27:58,153825,2630,132532,40.0691,45.0382
Sachsen-Anhalt,Germany,2020-12-21 05:27:58,23052,393,14623,51.9503,11.6923
Arequipa,Peru,2020-12-21 05:27:58,47516,1587,0,-15.843523999999999,-72.475539
Antwerp,Belgium,2020-12-21 05:27:58,75899,0,0,51.2195,4.4024
,Iceland,2020-12-21 05:27:58,5642,28,5478,64.9631,-19.0208
Mecklenburg-Vorpommern,Germany,2020-12-21 05:27:58,9802,119,6890,53.6127,12.4296
,Philippines,2020-12-21 05:27:58,459789,8947,429134,12.879721,121.77401699999999
Capital District,Colombia,2020-12-21 05:27:58,428979,9185,387056,4.711,-74.0721
Pernambuco,Brazil,2020-12-21 05:27:58,207426,9435,178716,-8.8137,-36.9541
Metropolitana,Chile,2020-12-21 05:27:58,313373,10628,299225,-33.4376,-70.6505
,Central African Republic,2020-12-21 05:27:58,4936,63,1924,6.6111,20.9394
San Andres y Providencia,Colombia,2020-12-21 05:27:58,2403,36,2311,12.5567,-81.7185
Novosibirsk Oblast,Russia,2020-12-21 05:27:58,26140,881,21907,54.9720169,79.48139240000002
Arizona,US,2020-12-21 05:27:58,453597,7971,0,35.39465006,-109.4892383
,Equatorial Guinea,2020-12-21 05:27:58,5214,85,5064,1.6508,10.2679
Montana,US,2020-12-21 05:27:58,77170,865,0,45.13434354,-112.89846940000001
Ontario,Canada,2020-12-21 05:27:58,159871,4167,138678,51.2538,-85.3232
Altai Krai,Russia,2020-12-21 05:27:58,30548,753,27992,52.693224300000004,82.69314240000001
