Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Chongqing,China,2021-06-07 04:22:51,598,6,587.0,30.0572,107.874
Indiana,US,2021-06-07 04:22:51,746554,13685,,40.7457653,-84.93671406
Rivne Oblast,Ukraine,2021-06-07 04:22:51,78739,1184,76031.0,50.6199,26.2516
Vastra Gotaland,Sweden,2021-06-07 04:22:51,188652,2363,0.0,58.2528,13.0596
,West Bank and Gaza,2021-06-07 04:22:51,310026,3517,301881.0,31.9522,35.2332
,Taiwan*,2021-06-07 04:22:51,11298,260,1133.0,23.7,121.0
Odisha,India,2021-06-07 04:22:51,813096,2994,739376.0,20.505428,84.418059
Shimane,Japan,2021-06-07 04:22:51,559,0,498.0,35.07076,132.55406399999998
Grand Princess,Canada,2020-12-21 13:27:30,13,0,13.0,200.0,200.0
Rondonia,Brazil,2021-06-07 04:22:51,233425,5823,220854.0,-11.5057,-63.5806
Kiev Oblast,Ukraine,2021-06-07 04:22:51,126021,2698,120442.0,50.053000000000004,30.7667
Montserrat,United Kingdom,2021-06-07 04:22:51,20,1,19.0,16.742498,-62.187366000000004
Sucre,Colombia,2021-06-07 04:22:51,38712,1201,35937.0,8.814,-74.7233
Ladakh,India,2021-06-07 04:22:51,19197,195,17913.0,34.1526,77.5771
Gelderland,Netherlands,2021-06-07 04:22:51,186111,2022,0.0,52.061738,5.939114
Berlin,Germany,2021-06-07 04:22:51,179136,3506,173800.0,52.52,13.405
Paraiba,Brazil,2021-06-07 04:22:51,344174,7849,230002.0,-7.24,-36.782
Kharkiv Oblast,Ukraine,2021-06-07 04:22:51,147380,3362,138268.0,49.9935,36.2304
Guanajuato,Mexico,2021-06-07 04:22:51,132166,10974,0.0,21.019000000000002,-101.2574
Jalisco,Mexico,2021-06-07 04:22:51,87467,12458,0.0,20.6595,-103.3494
Arkansas,US,2021-06-07 04:22:51,342433,5846,,34.29145151,-91.37277296
Maine,US,2020-08-07 22:34:20,0,0,,200.0,200.0
Sakha (Yakutiya) Republic,Russia,2021-06-07 04:22:51,39076,693,34867.0,66.941626,129.642371
Aomori,Japan,2021-06-07 04:22:51,2417,29,2208.0,40.781541,140.828896
,Philippines,2021-06-07 04:22:51,1269478,21898,1188243.0,12.879721,121.77401699999999
,Rwanda,2021-06-07 04:22:51,27245,360,26225.0,-1.9403,29.8739
,Central African Republic,2021-06-07 04:22:51,7091,98,6859.0,6.6111,20.9394
Meghalaya,India,2021-06-07 04:22:51,38718,664,32471.0,25.536934,91.278882
Quindio,Colombia,2021-06-07 04:22:51,44797,1343,42788.0,4.461,-75.6674
Nunavut,Canada,2021-06-07 04:22:51,649,4,642.0,70.2998,-83.1076
Shandong,China,2021-06-07 04:22:51,883,7,875.0,36.3427,118.1498
Tianjin,China,2021-06-07 04:22:51,394,3,385.0,39.3054,117.323
Valle del Cauca,Colombia,2021-06-07 04:22:51,277863,8837,261280.0,3.8009,-76.6413
Sint Maarten,Netherlands,2021-06-07 04:22:51,2479,29,2368.0,18.0425,-63.0548
Antioquia,Colombia,2021-06-07 04:22:51,559688,12371,523504.0,7.1986,-75.3412
Limburg,Netherlands,2021-06-07 04:22:51,114416,1644,0.0,51.209227,5.93387
Sonora,Mexico,2021-06-07 04:22:51,75853,6675,0.0,29.2972,-110.3309
Diamond Princess,Canada,2020-12-21 13:27:30,0,1,0.0,200.0,200.0
Shanxi,China,2021-06-07 04:22:51,253,0,250.0,37.5777,112.2922
,Indonesia,2021-06-07 04:22:51,1856038,51612,1705971.0,-0.7893,113.9213
,Kenya,2021-06-07 04:22:51,172491,3287,117595.0,-0.0236,37.9062
Arkhangelsk Oblast,Russia,2021-06-07 04:22:51,64196,997,61578.0,63.5589686,43.1221646
Pennsylvania,US,2021-06-07 04:22:51,1210224,27348,,39.87140411,-77.21610347
Zaporizhia Oblast,Ukraine,2021-06-07 04:22:51,103644,2370,98405.0,47.8388,35.1396
,Venezuela,2021-06-07 04:22:51,242138,2719,222531.0,6.4238,-66.5897
