Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Kanagawa,Japan,2021-06-23 04:21:46,65827,937,63144.0,35.415312,139.338983
,Yemen,2021-06-23 04:21:46,6892,1355,3980.0,15.552726999999999,48.516388
Ceara,Brazil,2021-06-23 04:21:46,869161,22182,602956.0,-5.4984,-39.3206
Lima,Peru,2021-06-23 04:21:46,899569,85692,0.0,-11.766533,-76.60449799999998
Luxembourg,Belgium,2021-06-23 04:21:46,31184,0,0.0,50.0547,5.4677
Tver Oblast,Russia,2021-06-23 04:21:46,44295,1155,40861.0,57.1134475,35.174442799999994
,Qatar,2021-06-23 04:21:46,221119,584,218584.0,25.3548,51.1839
,Nicaragua,2021-06-23 04:21:46,7920,189,4225.0,12.865416,-85.207229
East Flanders,Belgium,2021-06-23 04:21:46,123718,0,0.0,51.0362,3.7373
Cantabria,Spain,2021-06-23 04:21:46,31060,568,2287.0,43.1828,-3.9878
Washington,US,2021-06-23 04:21:46,448142,5843,,46.98299757,-118.56017340000001
Pennsylvania,US,2021-06-23 04:21:46,1215239,27604,,39.87140411,-77.21610347
Maranhao,Brazil,2021-06-23 04:21:46,309716,8811,268609.0,-4.9609,-45.2744
Australian Capital Territory,Australia,2021-06-23 04:21:46,124,3,121.0,-35.4735,149.0124
,Romania,2021-06-23 04:21:46,1080323,32465,1045303.0,45.9432,24.9668
San Luis Potosi,Mexico,2021-06-23 04:21:46,65105,5428,0.0,22.1565,-100.9855
Volyn Oblast,Ukraine,2021-06-23 04:21:46,62039,1186,60238.0,50.7472,25.3254
Jilin,China,2021-06-23 04:21:46,573,3,570.0,43.6661,126.1923
Penza Oblast,Russia,2021-06-23 04:21:46,48928,937,45355.0,53.1655415,44.78791810000001
Vinnytsia Oblast,Ukraine,2021-06-23 04:21:46,70997,1687,68986.0,49.2331,28.4682
Antioquia,Colombia,2021-06-23 04:21:46,614042,13335,572946.0,7.1986,-75.3412
Queretaro,Mexico,2021-06-23 04:21:46,69593,4457,0.0,20.5888,-100.3899
Halland,Sweden,2021-06-23 04:21:46,40821,320,0.0,56.8967,12.8034
Nebraska,US,2021-06-23 04:21:46,224103,2257,,40.52449420000001,-98.50117804
,Guinea,2021-06-23 04:21:46,23543,168,22340.0,9.9456,-9.6966
,Guinea-Bissau,2021-06-23 04:21:46,3834,69,3565.0,11.8037,-15.1804
Brussels,Belgium,2021-06-23 04:21:46,132945,0,0.0,50.8503,4.3517
,Cuba,2021-06-23 04:21:46,170854,1180,160956.0,21.521757,-77.78116700000002
Bremen,Germany,2021-06-23 04:21:46,27406,483,26750.0,53.0793,8.8017
Minas Gerais,Brazil,2021-06-23 04:21:46,1747308,44623,1604492.0,-18.5122,-44.555
,Georgia,2021-06-23 04:21:46,360055,5199,346217.0,42.3154,43.3569
,Grenada,2021-06-23 04:21:46,161,1,160.0,12.1165,-61.678999999999995
Nagaland,India,2021-06-23 04:21:46,24374,475,22055.0,26.06702,94.470302
Lakshadweep,India,2021-06-23 04:21:46,9471,46,9106.0,13.699997199999999,72.18333259999999
Kochi,Japan,2021-06-23 04:21:46,1752,24,1622.0,33.422519,133.367307
Jharkhand,India,2021-06-23 04:21:46,344665,5100,338076.0,23.654536,85.557631
Hubei,China,2021-06-23 04:21:46,68160,4512,63647.0,30.9756,112.2707
Chongqing,China,2021-06-23 04:21:46,598,6,589.0,30.0572,107.874
Rhode Island,US,2021-06-23 04:21:46,152443,2726,,41.71018079,-71.28652315
Saint Petersburg,Russia,2021-06-23 04:21:46,459466,15503,430992.0,59.960673899999996,30.158655100000004
,Guyana,2021-06-23 04:21:46,19234,452,17241.0,4.860416000000002,-58.93018000000001
,Maldives,2021-06-23 04:21:46,72294,207,67507.0,3.2028,73.2207
Cajamarca,Peru,2021-06-23 04:21:46,60925,3850,0.0,-6.4302839999999994,-78.74559599999998
Victoria,Australia,2021-06-23 04:21:46,20697,820,19827.0,-37.8136,144.9631
Northern Ireland,United Kingdom,2021-06-23 04:21:46,125084,2155,0.0,54.7877,-6.4923
Santa Catarina,Brazil,2021-06-23 04:21:46,1032128,16436,991760.0,-27.2423,-50.2189
Tyumen Oblast,Russia,2021-06-23 04:21:46,38142,637,36543.0,58.8206488,70.36588370000001
Gunma,Japan,2021-06-23 04:21:46,8016,152,7784.0,36.504478999999996,138.985605
Hessen,Germany,2021-06-23 04:21:46,290345,7494,280200.0,50.6521,9.1624
Acre,Brazil,2021-06-23 04:21:46,84937,1734,79110.0,-9.0238,-70.812
Nuble,Chile,2021-06-23 04:21:46,33356,555,31984.0,-36.7226,-71.7622
Baja California,Mexico,2021-06-23 04:21:46,50339,8651,0.0,30.8406,-115.2838
Kalmykia Republic,Russia,2021-06-23 04:21:46,21262,401,20549.0,46.2313018,45.3275745
,Monaco,2021-06-23 04:21:46,2554,33,2487.0,43.7333,7.4167
Oklahoma,US,2021-06-23 04:21:46,456148,7354,,35.88494195,-94.65859267
Tasmania,Australia,2021-06-23 04:21:46,234,13,221.0,-42.8821,147.3272
,Equatorial Guinea,2021-06-23 04:21:46,8708,120,8489.0,1.6508,10.2679
,El Salvador,2021-06-23 04:21:46,77484,2341,71603.0,13.7942,-88.8965
Shanghai,China,2021-06-23 04:21:46,2190,7,2111.0,31.201999999999998,121.4491
,Taiwan*,2021-06-23 04:21:46,14157,575,8087.0,23.7,121.0
Lviv Oblast,Ukraine,2021-06-23 04:21:46,137214,3634,131718.0,49.8397,24.0297
,Mali,2021-06-23 04:21:46,14385,524,10036.0,17.570692,-3.996166000000001
,Antigua and Barbuda,2021-06-23 04:21:46,1263,42,1221.0,17.0608,-61.7964
Saskatchewan,Canada,2021-06-23 04:21:46,48505,565,47301.0,52.9399,-106.4509
,Honduras,2021-06-23 04:21:46,255117,6818,91943.0,15.2,-86.2419
,Botswana,2021-06-23 04:21:46,65808,1069,59616.0,-22.3285,24.6849
Ladakh,India,2021-06-23 04:21:46,19838,202,19271.0,34.1526,77.5771
Illinois,US,2021-06-23 04:21:46,1389634,25598,,39.98815591,-91.18786813
Guadeloupe,France,2021-06-23 04:21:46,17427,266,2250.0,16.265,-61.551
Anhui,China,2021-06-23 04:21:46,1004,6,998.0,31.8257,117.2264
Callao,Peru,2021-06-23 04:21:46,96596,9666,0.0,-11.954609,-77.136042
Islamabad,Pakistan,2021-06-23 04:21:46,82431,775,80624.0,33.665087,73.121219
,Egypt,2021-06-23 04:21:46,278295,15935,206852.0,26.820553000000004,30.802497999999996
Anguilla,United Kingdom,2021-06-23 04:21:46,109,0,109.0,18.2206,-63.0686
,Solomon Islands,2021-06-23 04:21:46,20,0,20.0,-9.6457,160.1562
Gifu,Japan,2021-06-23 04:21:46,9207,180,8996.0,35.778671,137.055925
Punjab,India,2021-06-23 04:21:46,592658,15854,570327.0,30.841465000000003,75.40879
,Lebanon,2021-06-23 04:21:46,543698,7829,530689.0,33.8547,35.8623
San Andres y Providencia,Colombia,2021-06-23 04:21:46,6184,122,5965.0,12.5567,-81.7185
