Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Comoros,2021-02-21 05:24:33,3490,143,3059,-11.6455,43.3333
,Albania,2021-02-21 05:24:33,99062,1653,62533,41.1533,20.1683
Tver Oblast,Russia,2021-02-21 05:24:33,32543,599,29440,57.1134475,35.174442799999994
Stavropol Krai,Russia,2021-02-21 05:24:33,46509,1035,42205,44.86325770000001,43.4406913
Veneto,Italy,2021-02-21 05:24:33,325789,9701,294301,45.43490485,12.33845213
New Brunswick,Canada,2021-02-21 05:24:33,1420,24,1308,46.5653,-66.4619
Nagasaki,Japan,2021-02-21 05:24:33,1597,36,1508,33.235712,129.608033
Karnataka,India,2021-02-21 05:24:33,947736,12292,929447,14.705179999999999,76.166436
Kansas,US,2021-02-21 05:24:33,293215,4573,0,37.88582951,-95.30030847
Arkansas,US,2021-02-21 05:24:33,315230,5348,0,34.29145151,-91.37277296
Heilongjiang,China,2021-02-21 05:24:33,1610,13,1581,47.861999999999995,127.7615
Aichi,Japan,2021-02-21 05:24:33,25564,499,23921,35.035551,137.211621
Los Lagos,Chile,2021-02-21 05:24:33,49378,566,46749,-41.9198,-72.1416
,Morocco,2021-02-21 05:24:33,480948,8548,464043,31.7917,-7.0926
Atacama,Chile,2021-02-21 05:24:33,11460,144,10893,-27.5661,-70.0503
Rondonia,Brazil,2021-02-21 05:24:33,141709,2685,120509,-11.5057,-63.5806
,Nicaragua,2021-02-21 05:24:33,6398,172,4225,12.865416,-85.207229
Morelos,Mexico,2021-02-21 05:24:33,25185,2214,0,18.6813,-99.1013
Jamtland Harjedalen,Sweden,2021-02-21 05:24:33,6485,113,0,63.1712,14.9592
Chiapas,Mexico,2021-02-21 05:24:33,9886,1411,0,16.7569,-93.1292
,Belarus,2021-02-21 05:24:33,276990,1903,266892,53.7098,27.9534
Manipur,India,2021-02-21 05:24:33,29233,373,28776,24.738975,93.882541
Ancash,Peru,2021-02-21 05:24:33,41265,1805,0,-9.407125,-77.67179499999997
Berlin,Germany,2021-02-21 05:24:33,126835,2728,118666,52.52,13.405
,Ecuador,2021-02-21 05:24:33,273097,15513,230377,-1.8312,-78.1834
Cundinamarca,Colombia,2021-02-21 05:24:33,104118,2806,98771,5.026,-74.03
Zacatecas,Mexico,2021-02-21 05:24:33,27005,2378,0,22.7709,-102.5832
Piaui,Brazil,2021-02-21 05:24:33,169186,3238,165610,-7.7183,-42.7289
,Sri Lanka,2021-02-21 05:24:33,79480,435,73456,7.873054,80.77179699999998
Bremen,Germany,2021-02-21 05:24:33,17428,326,16352,53.0793,8.8017
,Vanuatu,2021-02-21 05:24:33,1,0,1,-15.3767,166.9592
Assam,India,2021-02-21 05:24:33,217383,1091,214676,26.357149,92.83044100000001
Kamchatka Krai,Russia,2021-02-21 05:24:33,13223,118,11756,57.191488199999995,160.03838190000005
Yunnan,China,2021-02-21 05:24:33,231,2,228,24.974,101.48700000000001
Arica y Parinacota,Chile,2021-02-21 05:24:33,14564,282,13667,-18.594,-69.4785
Hainaut,Belgium,2021-02-21 05:24:33,114160,0,0,50.5257,4.0621
Bermuda,United Kingdom,2021-02-21 05:24:33,699,12,679,32.3078,-64.7505
Shimane,Japan,2021-02-21 05:24:33,287,0,277,35.07076,132.55406399999998
,Liechtenstein,2021-02-21 05:24:33,2545,54,2484,47.14,9.55
Bihar,India,2021-02-21 05:24:33,262066,1534,260030,25.679658,85.60484
Arequipa,Peru,2021-02-21 05:24:33,58681,1939,0,-15.843523999999999,-72.475539
Minnesota,US,2021-02-21 05:24:33,478157,6491,0,46.60962049,-93.41168259999999
Washington,US,2021-02-21 05:24:33,333794,4822,0,46.98299757,-118.56017340000001
Kalmar,Sweden,2021-02-21 05:24:33,10801,207,0,57.235,16.1849
,Saint Lucia,2021-02-21 05:24:33,2860,28,2437,13.9094,-60.9789
Paraiba,Brazil,2021-02-21 05:24:33,211282,4344,156373,-7.24,-36.782
,Madagascar,2021-02-21 05:24:33,19598,292,18915,-18.766947000000002,46.869107
,MS Zaandam,2021-02-21 05:24:33,9,2,7,200.0,200.0
Mizoram,India,2021-02-21 05:24:33,4409,10,4377,23.309381,92.83821999999999
Moscow Oblast,Russia,2021-02-21 05:24:33,208899,4423,170621,55.50431579999999,38.0353929
Umbria,Italy,2021-02-21 05:24:33,42722,972,33230,43.10675841,12.38824698
,Somalia,2021-02-21 05:24:33,5889,194,3757,5.152149,46.199616
San Martin,Peru,2021-02-21 05:24:33,29054,866,0,-7.039531,-76.729127
Louisiana,US,2021-02-21 05:24:33,422287,9440,0,30.295064899999996,-92.41419698
Vastra Gotaland,Sweden,2021-02-21 05:24:33,110128,2053,0,58.2528,13.0596
Wakayama,Japan,2021-02-21 05:24:33,1159,17,1082,33.911879,135.505446
Balochistan,Pakistan,2021-02-21 05:24:33,18979,199,18697,28.328491999999997,65.898403
Tianjin,China,2021-02-21 05:24:33,351,3,335,39.3054,117.323
Bolivar,Colombia,2021-02-21 05:24:33,66319,1339,64333,8.6704,-74.03
P.A. Bolzano,Italy,2021-02-21 05:24:33,51277,974,43172,46.49933453,11.35662422
North Ossetia - Alania Republic,Russia,2021-02-21 05:24:33,15440,147,13966,42.79336110000001,44.6324493
,Holy See,2021-02-21 05:24:33,27,0,15,41.9029,12.4534
Kiev,Ukraine,2021-02-21 05:24:33,134306,2567,91782,50.4501,30.5234
,Hungary,2021-02-21 05:24:33,400111,14252,304680,47.1625,19.5033
Wallis and Futuna,France,2021-02-21 05:24:33,9,0,5,-14.2938,-178.1165
,Burundi,2021-02-21 05:24:33,1983,3,773,-3.3731,29.9189
Connecticut,US,2021-02-21 05:24:33,273101,7523,0,41.26809896,-73.3881171
Shandong,China,2021-02-21 05:24:33,867,7,860,36.3427,118.1498
Inner Mongolia,China,2021-02-21 05:24:33,367,1,365,44.0935,113.9448
Quebec,Canada,2021-02-21 05:24:33,281456,10292,262506,52.9399,-73.5491
La Guajira,Colombia,2021-02-21 05:24:33,16071,630,15212,11.3548,-72.5205
Unknown,Germany,2021-02-21 05:24:33,1446,0,0,200.0,200.0
Sinaloa,Mexico,2021-02-21 05:24:33,33433,5095,0,25.1721,-107.4795
Amazonas,Peru,2021-02-21 05:24:33,20714,310,0,-5.077253,-78.050172
,Philippines,2021-02-21 05:24:33,559288,12068,513120,12.879721,121.77401699999999
Narino,Colombia,2021-02-21 05:24:33,48358,1565,45675,1.2892,-77.3579
,West Bank and Gaza,2021-02-21 05:24:33,172315,1971,160763,31.9522,35.2332
Campania,Italy,2021-02-21 05:24:33,251458,4106,177000,40.83956555,14.25084984
Coquimbo,Chile,2021-02-21 05:24:33,19635,384,18427,-29.959,-71.3389
Amazonas,Brazil,2021-02-21 05:24:33,305250,10409,260097,-3.4168,-65.8561
,Egypt,2021-02-21 05:24:33,177543,10298,137294,26.820553000000004,30.802497999999996
Tolima,Colombia,2021-02-21 05:24:33,64880,2065,61759,4.0925,-75.1545
Maryland,US,2021-02-21 05:24:33,375737,7697,0,39.62357628,-78.69280486
Gujarat,India,2021-02-21 05:24:33,266821,4404,260745,22.694884,71.590923
Nebraska,US,2021-02-21 05:24:33,198751,2047,0,40.52449420000001,-98.50117804
Vasterbotten,Sweden,2021-02-21 05:24:33,13205,127,0,65.3337,16.5162
Sindh,Pakistan,2021-02-21 05:24:33,255834,4288,238792,26.009446,68.77680699999999
