Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Chiba,Japan,2020-06-03 02:33:13,910,45,827,35.510141,140.198917
Crimea Republic*,Ukraine,2020-06-03 02:33:13,387,3,247,45.2835,34.2008
,Bahrain,2020-06-03 02:33:13,12311,19,7407,26.0275,50.55
Saint Barthelemy,France,2020-06-03 02:33:13,6,0,6,17.9,-62.8333
Cusco,Peru,2020-06-03 02:33:13,1103,3,0,-13.191068,-72.153609
Victoria,Australia,2020-06-03 02:33:13,1670,19,1569,-37.8136,144.9631
,Belarus,2020-06-03 02:33:13,44255,243,19195,53.7098,27.9534
,Holy See,2020-06-03 02:33:13,12,0,2,41.9029,12.4534
Campeche,Mexico,2020-06-03 02:33:13,612,92,398,19.8301,-90.5349
Nebraska,US,2020-06-03 02:33:13,14616,170,0,40.52449420000001,-98.50117804
Tottori,Japan,2020-06-03 02:33:13,3,0,3,35.359069,133.863619
Connecticut,US,2020-06-03 02:33:13,42979,3972,0,41.26809896,-73.3881171
,Iraq,2020-06-03 02:33:13,7387,235,3508,33.223191,43.679291
Astrakhan Oblast,Russia,2020-06-03 02:33:13,1937,19,1014,47.1878186,47.608851
Donetsk Oblast,Ukraine,2020-06-03 02:33:13,164,4,94,48.0159,37.8028
Huila,Colombia,2020-06-03 02:33:13,251,13,189,2.5359,-75.5277
Kagawa,Japan,2020-06-03 02:33:13,28,0,28,34.217292,133.969047
,Kazakhstan,2020-06-03 02:33:13,11571,44,5941,48.0196,66.9237
North Carolina,US,2020-06-03 02:33:13,30023,961,0,36.0434701,-79.39976137
Hidalgo,Mexico,2020-06-03 02:33:13,1898,329,1105,20.0911,-98.7624
Aruba,Netherlands,2020-06-03 02:33:13,101,3,98,12.5211,-69.9683
,Sri Lanka,2020-06-03 02:33:13,1683,11,823,7.873054,80.77179699999998
Pennsylvania,US,2020-06-03 02:33:13,77225,5667,0,39.87140411,-77.21610347
,Uzbekistan,2020-06-03 02:33:13,3760,15,2908,41.377491,64.585262
Kagoshima,Japan,2020-06-03 02:33:13,10,0,10,31.009484000000004,130.430665
Sinaloa,Mexico,2020-06-03 02:33:13,3699,548,2560,25.1721,-107.4795
,Taiwan*,2020-06-03 02:33:13,443,7,427,23.7,121.0
Nayarit,Mexico,2020-06-03 02:33:13,638,68,392,21.7514,-104.8455
Ryazan Oblast,Russia,2020-06-03 02:33:13,3653,9,1075,54.42267320000001,40.57052460000001
,Bosnia and Herzegovina,2020-06-03 02:33:13,2535,157,1910,43.9159,17.6791
,Algeria,2020-06-03 02:33:13,9626,667,6067,28.0339,1.6596
