Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
South Carolina,US,2020-08-02 04:34:47,90599,1751,0,34.22333378,-82.46170658
Louisiana,US,2020-08-02 04:34:47,116280,3949,0,30.2950649,-92.41419698
Virginia,US,2020-08-02 04:34:47,90801,2215,0,37.76707161,-75.63234615
Idaho,US,2020-08-02 04:34:47,21109,197,0,43.4526575,-116.24155159999998
Iowa,US,2020-08-02 04:34:47,45293,874,0,41.33075609,-94.47105874
Kentucky,US,2020-08-02 04:34:47,30723,740,0,37.10459774,-85.28129668
Missouri,US,2020-08-02 04:34:47,51632,1276,0,40.19058551,-92.60078167
Oklahoma,US,2020-08-02 04:34:47,37731,549,0,35.88494195,-94.65859267
Colorado,US,2020-08-02 04:34:47,47249,1844,0,39.87432092,-104.3362578
Illinois,US,2020-08-02 04:34:47,181754,7700,0,39.98815591,-91.18786813
Indiana,US,2020-08-02 04:34:47,67122,2971,0,40.7457653,-84.93671406
Mississippi,US,2020-08-02 04:34:47,59881,1693,0,31.47669768,-91.35326037
Nebraska,US,2020-08-02 04:34:47,26391,332,0,40.52449420000001,-98.50117804
North Dakota,US,2020-08-02 04:34:47,6602,103,0,46.09686891,-102.5285397
Ohio,US,2020-08-02 04:34:47,92087,3515,0,38.84541072,-83.4718964
Pennsylvania,US,2020-08-02 04:34:47,117468,7219,0,39.87140411,-77.21610347
Washington,US,2020-08-02 04:34:47,57541,1592,0,46.98299757,-118.56017340000001
Wisconsin,US,2020-08-02 04:34:47,54002,947,0,43.96974651,-89.76782777
Vermont,US,2020-08-02 04:34:47,1421,57,0,44.03217337,-73.14130877
Puerto Rico,US,2020-08-02 04:34:47,17872,225,0,18.180117000000006,-66.754367
Minnesota,US,2020-08-02 04:34:47,55188,1646,0,46.60962049,-93.41168259999999
Florida,US,2020-08-02 04:34:47,480028,7022,0,29.67866525,-82.35928158
North Carolina,US,2020-08-02 04:34:47,124006,1979,0,36.0434701,-79.39976137
California,US,2020-08-02 04:34:47,506613,9345,0,37.64629437,-121.8929271
New York,US,2020-08-02 04:34:47,415767,32694,0,42.60060306,-73.97723916
Wyoming,US,2020-08-02 04:34:47,2769,26,0,41.65498705,-105.72354150000001
Michigan,US,2020-08-02 04:34:47,91332,6457,0,44.6846864,-83.59507875
Alaska,US,2020-08-02 04:34:47,3136,24,0,55.32222414,-161.9722021
Maryland,US,2020-08-02 04:34:47,89365,3506,0,39.62357628,-78.69280486
Kansas,US,2020-08-02 04:34:47,27592,358,0,37.88582951,-95.30030847
Tennessee,US,2020-08-02 04:34:47,108184,1067,0,36.12684348,-84.19965764
Texas,US,2020-08-02 04:34:47,444738,6865,0,31.81534745,-95.65354823
Maine,US,2020-08-02 04:34:47,3937,123,0,44.1664747,-70.20380627
Arizona,US,2020-08-02 04:34:47,177002,3747,0,35.39465006,-109.4892383
Georgia,US,2020-08-02 04:34:47,190012,3825,0,31.74847232,-82.28909114
Arkansas,US,2020-08-02 04:34:47,43173,458,0,34.29145151,-91.37277296
New Jersey,US,2020-08-02 04:34:47,182029,15830,0,39.47538693,-74.65848483
South Dakota,US,2020-08-02 04:34:47,8867,134,0,43.71757685,-98.56050467
Alabama,US,2020-08-02 04:34:47,89349,1603,0,32.53952745,-86.64408227
Oregon,US,2020-08-02 04:34:47,18817,325,0,44.70915557,-117.6749883
West Virginia,US,2020-08-02 04:34:47,6738,116,0,39.1307219,-80.00350858
Massachusetts,US,2020-08-02 04:34:47,118040,8626,0,41.72980578,-70.28854339
Utah,US,2020-08-02 04:34:47,40702,310,0,41.52106798,-113.0832816
Montana,US,2020-08-02 04:34:47,4081,61,0,45.13434354,-112.89846940000001
New Hampshire,US,2020-08-02 04:34:47,6613,416,0,43.51637314,-71.41684235
New Mexico,US,2020-08-02 04:34:47,20796,651,0,35.05163625,-106.6703554
Rhode Island,US,2020-08-02 04:34:47,19022,1007,0,41.71018079,-71.28652315
Nevada,US,2020-08-02 04:34:47,49074,832,0,39.15509045,-119.7480219
District of Columbia,US,2020-08-02 04:34:47,12057,584,0,38.90417773,-77.01655992
Connecticut,US,2020-08-02 04:34:47,49810,4432,0,41.26809896,-73.3881171
Hawaii,US,2020-08-02 04:34:47,2197,26,0,19.60121157,-155.5210167
Delaware,US,2020-08-02 04:34:47,14877,585,0,39.08646628,-75.56884914
New Hampshire,US,2020-08-02 03:34:41,1,0,0,200.0,200.0
Abruzzo,Italy,2020-08-02 04:34:47,3387,472,2800,42.35122196,13.39843823
Acre,Brazil,2020-08-02 04:34:47,19930,535,13724,-9.0238,-70.812
Adygea Republic,Russia,2020-08-02 04:34:47,2775,20,2130,44.6939006,40.1520421
Aguascalientes,Mexico,2020-08-02 04:34:47,4120,263,3407,21.8853,-102.2916
Aichi,Japan,2020-08-02 04:34:47,1981,35,553,35.035551,137.211621
Akita,Japan,2020-08-02 04:34:47,18,0,16,39.748678999999996,140.408228
Alagoas,Brazil,2020-08-02 04:34:47,60992,1581,52629,-9.5713,-36.782
Alberta,Canada,2020-08-02 04:34:47,10843,196,9261,53.9333,-116.5765
Altai Krai,Russia,2020-08-02 04:34:47,9217,68,7232,52.6932243,82.69314240000001
Altai Republic,Russia,2020-08-02 04:34:47,1579,7,1159,50.7114101,86.8572186
Amapa,Brazil,2020-08-02 04:34:47,36595,568,24786,0.902,-52.003
Amazonas,Brazil,2020-08-02 04:34:47,101777,3278,85546,-3.4168,-65.8561
Amazonas,Colombia,2020-08-02 04:34:47,2511,102,2343,-1.4429,-71.5724
Amazonas,Peru,2020-08-02 04:34:47,5507,124,0,-5.077253,-78.050172
Amur Oblast,Russia,2020-08-02 04:34:47,2776,47,2028,52.8032368,128.437295
Ancash,Peru,2020-08-02 04:34:47,11796,825,0,-9.407125,-77.67179499999997
Andalusia,Spain,2020-08-02 04:34:47,15107,1435,10671,37.5443,-4.7278
Andaman and Nicobar Islands,India,2020-08-02 04:34:47,636,7,226,11.225999,92.96817800000001
Andhra Pradesh,India,2020-08-02 04:34:47,150209,1407,76614,15.9129,79.74
Anguilla,United Kingdom,2020-08-02 04:34:47,3,0,3,18.2206,-63.0686
Anhui,China,2020-08-02 04:34:47,991,6,985,31.8257,117.2264
Antioquia,Colombia,2020-08-02 04:34:47,35746,537,10976,7.1986,-75.3412
Antofagasta,Chile,2020-08-02 04:34:47,14884,352,13399,-23.6509,-70.3975
Aomori,Japan,2020-08-02 04:34:47,35,1,29,40.781541,140.828896
