Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Virginia,US,2020-04-11 22:45:33,5077,130,0,37.76707161,-75.63234615
Yunnan,China,2020-04-11 00:13:50,184,2,174,24.974,101.487
,Congo (Kinshasa),2020-04-11 22:45:13,223,20,16,-4.322447,15.307045
,South Sudan,2020-04-11 22:45:13,4,0,0,6.877000000000002,31.307
Maine,US,2020-04-11 22:45:33,616,19,0,44.1664747,-70.20380627
,Morocco,2020-04-11 22:45:13,1545,111,146,31.7917,-7.0926
,Iceland,2020-04-11 22:45:13,1689,8,841,64.9631,-19.0208
Faroe Islands,Denmark,2020-04-11 22:45:13,184,0,145,61.8926,-6.9118
,Germany,2020-04-11 22:45:13,124908,2736,57400,51.165691,10.451526
Nova Scotia,Canada,2020-04-11 22:52:28,428,2,0,44.682,-63.7443
Macau,China,2020-04-08 09:36:20,45,0,10,22.1667,113.55
Arizona,US,2020-04-11 22:45:33,3393,108,0,35.39465006,-109.4892383
,Lithuania,2020-04-11 22:45:13,1026,23,54,55.1694,23.8813
Connecticut,US,2020-04-11 22:45:33,11510,494,0,41.26809896,-73.3881171
,Japan,2020-04-11 22:45:13,6005,99,762,36.204824,138.252924
,Switzerland,2020-04-11 22:45:13,25107,1036,12100,46.8182,8.2275
Greenland,Denmark,2020-04-11 22:45:13,11,0,11,71.7069,-42.6043
Western Australia,Australia,2020-04-11 22:52:46,514,6,216,-31.9505,115.8605
,Uganda,2020-04-11 22:45:13,53,0,4,1.373333,32.290275
,Nepal,2020-04-11 22:45:13,9,0,1,28.1667,84.25
Sichuan,China,2020-04-11 00:41:14,560,3,547,30.6171,102.7103
,Montenegro,2020-04-11 22:45:13,263,2,5,42.708678000000006,19.37439
Hainan,China,2020-03-24 04:19:14,168,6,162,19.1959,109.7453
,Libya,2020-04-11 22:45:13,24,1,8,26.3351,17.228331
Michigan,US,2020-04-11 22:45:33,23605,1384,0,42.59147037,-85.89102866
,Syria,2020-04-11 22:45:13,25,2,5,34.802075,38.99681500000001
,Togo,2020-04-11 22:45:13,76,3,25,8.6195,0.8248
Northern Territory,Australia,2020-04-11 22:52:46,28,0,2,-12.4634,130.8456
Isle of Man,United Kingdom,2020-04-11 22:45:13,226,2,112,54.2361,-4.5481
Victoria,Australia,2020-04-11 22:52:46,1265,14,926,-37.8136,144.9631
Ontario,Canada,2020-04-11 22:52:28,6648,253,0,51.2538,-85.3232
,Central African Republic,2020-04-11 22:45:13,8,0,0,6.6111,20.9394
,Bangladesh,2020-04-11 22:45:13,482,30,36,23.685,90.3563
Grand Princess,US,2020-04-11 22:45:33,103,3,0,200.0,200.0
Alberta,Canada,2020-04-11 22:52:28,1567,40,0,53.9333,-116.5765
,Estonia,2020-04-11 22:45:13,1304,24,93,58.5953,25.0136
,Belarus,2020-04-11 22:45:13,2226,23,172,53.7098,27.9534
New Mexico,US,2020-04-11 22:45:33,1091,19,0,35.05163625,-106.6703554
Reunion,France,2020-04-11 22:45:13,388,0,40,-21.1151,55.5364
,Chile,2020-04-11 22:45:13,6927,73,1864,-35.6751,-71.543
,Andorra,2020-04-11 22:45:13,601,26,71,42.5063,1.5218
,Bahamas,2020-04-11 22:45:13,46,8,5,25.025885,-78.035889
,Sri Lanka,2020-04-11 22:45:13,198,7,54,7.873054,80.77179699999998
,Saint Kitts and Nevis,2020-04-11 22:45:13,12,0,0,17.357822,-62.782998
Tibet,China,2020-02-23 11:19:02,1,0,1,31.6927,88.0924
New York,US,2020-04-11 22:45:33,181026,8627,0,42.60060306,-73.97723916
British Virgin Islands,United Kingdom,2020-04-11 22:45:13,3,0,2,18.4207,-64.64
Martinique,France,2020-04-11 22:45:13,155,6,50,14.6415,-61.0242
Manitoba,Canada,2020-04-11 22:52:28,243,4,0,53.7609,-98.8139
,Denmark,2020-04-11 22:45:13,5996,260,1955,56.2639,9.5018
,Guatemala,2020-04-11 22:45:13,137,3,19,15.7835,-90.2308
,Grenada,2020-04-11 22:45:13,14,0,0,12.1165,-61.679
Northern Mariana Islands,US,2020-04-11 22:45:33,11,2,0,15.0979,145.6739
,Timor-Leste,2020-04-11 22:45:13,2,0,1,-8.874217,125.727539
,Madagascar,2020-04-11 22:45:13,102,0,11,-18.766947,46.869107
,Tanzania,2020-04-11 22:45:13,32,3,5,-6.369028,34.888822
,Nicaragua,2020-04-11 22:45:13,8,1,0,12.865416,-85.207229
Quebec,Canada,2020-04-11 22:52:28,12292,289,0,52.9399,-73.5491
Hebei,China,2020-04-09 00:59:02,327,6,313,39.549,116.1306
,Moldova,2020-04-11 22:45:13,1560,30,75,47.4116,28.3699
,Seychelles,2020-04-11 22:45:13,11,0,0,-4.6796,55.492
Beijing,China,2020-04-11 00:47:18,589,8,474,40.1824,116.4142
Fujian,China,2020-04-11 01:53:14,351,1,317,26.0789,117.9874
,Guyana,2020-04-11 22:45:13,45,6,8,4.860416000000002,-58.93018000000001
Ningxia,China,2020-03-16 08:47:05,75,0,75,37.2692,106.1655
,Thailand,2020-04-11 22:45:13,2518,35,1135,15.870032,100.992541
,Ukraine,2020-04-11 22:45:13,2511,73,79,48.3794,31.1656
,Angola,2020-04-11 22:45:13,19,2,4,-11.2027,17.8739
,Honduras,2020-04-11 22:45:13,392,24,7,15.2,-86.2419
,Pakistan,2020-04-11 22:45:13,5011,86,762,30.3753,69.3451
,Kuwait,2020-04-11 22:45:13,1154,1,133,29.31166,47.481766
,Kazakhstan,2020-04-11 22:45:13,865,10,81,48.0196,66.9237
Washington,US,2020-04-11 22:45:33,10434,495,0,46.98299757,-118.5601734
,Jamaica,2020-04-11 22:45:13,65,4,13,18.1096,-77.2975
,Mongolia,2020-04-11 22:45:13,16,0,4,46.8625,103.8467
Turks and Caicos Islands,United Kingdom,2020-04-11 22:45:13,8,1,0,21.69400000000001,-71.7979
,Papua New Guinea,2020-04-11 22:45:13,2,0,0,-6.314993,143.95555
