Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Gifu,Japan,2020-11-18 05:40:31,836,13,707,35.778671,137.055925
Guadeloupe,France,2020-11-18 05:40:31,8225,143,2242,16.265,-61.551
,Kuwait,2020-11-18 05:40:31,137885,848,129041,29.311659999999996,47.481766
Jiangxi,China,2020-11-18 05:40:31,935,1,934,27.614,115.7221
Lipetsk Oblast,Russia,2020-11-18 05:40:31,9722,88,7716,52.693517799999995,39.112266399999996
Delaware,US,2020-11-18 05:40:31,29552,739,0,39.08646628,-75.56884914
Callao,Peru,2020-11-18 05:40:31,39343,1875,0,-11.954609,-77.136042
Komi Republic,Russia,2020-11-18 05:40:31,17677,289,12236,63.9881421,54.3326073
Antwerp,Belgium,2020-11-18 05:40:31,62821,0,0,51.2195,4.4024
Bryansk Oblast,Russia,2020-11-18 05:40:31,15511,99,11394,52.887331499999995,33.41585300000001
Kumamoto,Japan,2020-11-18 05:40:31,932,10,820,32.608154,130.74523100000002
,Qatar,2020-11-18 05:40:31,136222,235,133217,25.3548,51.1839
Jiangsu,China,2020-11-18 05:40:31,677,0,668,32.9711,119.455
Aguascalientes,Mexico,2020-11-18 05:40:31,11230,956,0,21.8853,-102.2916
Michoacan,Mexico,2020-11-18 05:40:31,26951,2180,0,19.5665,-101.7068
Jalisco,Mexico,2020-11-18 05:40:31,37709,4511,0,20.6595,-103.3494
Rio Grande do Norte,Brazil,2020-11-18 05:40:31,84154,2643,47160,-5.4026,-36.9541
,Switzerland,2020-11-18 05:40:31,274534,3664,169100,46.8182,8.2275
,Finland,2020-11-18 05:40:31,19647,371,14000,61.92411,25.748151
,Lebanon,2020-11-18 05:40:31,107953,839,62395,33.8547,35.8623
Noord-Holland,Netherlands,2020-11-18 05:40:31,83962,1190,0,52.60090600000001,4.9186879999999995
Walloon Brabant,Belgium,2020-11-18 05:40:31,22076,0,0,50.4,4.35
Tolima,Colombia,2020-11-18 05:40:31,25496,777,23619,4.0925,-75.1545
Guizhou,China,2020-11-18 05:40:31,147,2,145,26.8154,106.8748
East Flanders,Belgium,2020-11-18 05:40:31,48987,0,0,51.0362,3.7373
OHiggins,Chile,2020-11-18 05:40:31,19357,518,18551,-34.5755,-71.0022
Piura,Peru,2020-11-18 05:40:31,39634,2058,0,-5.133361,-80.335861
Rheinland-Pfalz,Germany,2020-11-18 05:40:31,34144,381,19540,50.1183,7.309
Alabama,US,2020-11-18 05:40:31,220848,3301,0,32.53952745,-86.64408227
,Trinidad and Tobago,2020-11-18 05:40:31,6135,113,5460,10.6918,-61.2225
Nova Scotia,Canada,2020-11-18 05:40:31,1151,65,1062,44.681999999999995,-63.7443
Ivanovo Oblast,Russia,2020-11-18 05:40:31,13797,210,9619,56.9167446,41.43521370000001
,Sao Tome and Principe,2020-11-18 05:40:31,967,16,917,0.1864,6.6131
Piemonte,Italy,2020-11-18 05:40:31,131547,5190,52571,45.0732745,7.680687483
,Uzbekistan,2020-11-18 05:40:31,70648,599,67927,41.377491,64.585262
,West Bank and Gaza,2020-11-18 05:40:31,64935,580,55684,31.9522,35.2332
Yamaguchi,Japan,2020-11-18 05:40:31,279,2,215,34.201190000000004,131.573293
